SP,Presidente,13,LUIZ INACIO LULA DA SILVA,PT,PT / PL / PC do B / PMN / PCB ,1,2º turno,1,BR,9574,14419,9106914,2002
SP,Presidente,16,JOSÉ MARIA DE ALMEIDA,PSTU,PSTU,1,Não eleito,1,BR,9576,14419,130981,2002
SP,Presidente,23,CIRO FERREIRA GOMES,PPS,PPS / PDT / PTB,1,Não eleito,1,BR,9568,14419,2087617,2002
SP,Presidente,29,RUI COSTA PIMENTA,PCO,PCO,1,Não eleito,1,BR,9570,14419,8814,2002
SP,Presidente,40,ANTHONY WILLIAM GAROTINHO MATHEUS DE OLIVEIRA,PSB,PSB / PGT / PTC,1,Não eleito,1,BR,9578,14419,2781712,2002
SP,Presidente,45,JOSÉ SERRA,PSDB,PSDB / PMDB ,1,2º turno,1,BR,9572,14419,5633365,2002
TO,Presidente,13,LUIZ INACIO LULA DA SILVA,PT,PT / PL / PC do B / PMN / PCB ,1,2º turno,1,BR,9574,14419,225291,2002
TO,Presidente,16,JOSÉ MARIA DE ALMEIDA,PSTU,PSTU,1,Não eleito,1,BR,9576,14419,881,2002
TO,Presidente,23,CIRO FERREIRA GOMES,PPS,PPS / PDT / PTB,1,Não eleito,1,BR,9568,14419,46562,2002
TO,Presidente,29,RUI COSTA PIMENTA,PCO,PCO,1,Não eleito,1,BR,9570,14419,130,2002
TO,Presidente,40,ANTHONY WILLIAM GAROTINHO MATHEUS DE OLIVEIRA,PSB,PSB / PGT / PTC,1,Não eleito,1,BR,9578,14419,72256,2002
TO,Presidente,45,JOSÉ SERRA,PSDB,PSDB / PMDB ,1,2º turno,1,BR,9572,14419,177547,2002
ZZ,Presidente,13,LUIZ INACIO LULA DA SILVA,PT,PT / PL / PC do B / PMN / PCB ,1,2º turno,1,BR,9574,14419,18593,2002
ZZ,Presidente,16,JOSÉ MARIA DE ALMEIDA,PSTU,PSTU,1,Não eleito,1,BR,9576,14419,204,2002
ZZ,Presidente,23,CIRO FERREIRA GOMES,PPS,PPS / PDT / PTB,1,Não eleito,1,BR,9568,14419,4342,2002
ZZ,Presidente,29,RUI COSTA PIMENTA,PCO,PCO,1,Não eleito,1,BR,9570,14419,102,2002
ZZ,Presidente,40,ANTHONY WILLIAM GAROTINHO MATHEUS DE OLIVEIRA,PSB,PSB / PGT / PTC,1,Não eleito,1,BR,9578,14419,3675,2002
ZZ,Presidente,45,JOSÉ SERRA,PSDB,PSDB / PMDB ,1,2º turno,1,BR,9572,14419,10218,2002
AC,Presidente,12,CRISTOVAM RICARDO CALVACANTI BUARQUE,PDT,PDT,1,Não eleito,1,BR,21,14423,3617,2006
AC,Presidente,13,LUIZ INACIO LULA DA SILVA,PT,PT / PRB / PC do B,1,2º turno,1,BR,23,14423,133221,2006
AC,Presidente,17,LUCIANO CALDAS BIVAR,PSL,PSL,1,Não eleito,1,BR,1,14423,70,2006
